machine,timestamp,createSeq,copied,ra,participantID,key,value
93,1409169981926,24,0,ls,900059385,survey.page.screen,Forget
93,1409169982581,25,0,ls,900059385,screen.Forget,No
93,1409169983128,26,0,ls,900059385,survey.page.screen,Family
93,1409169983832,27,0,ls,900059385,screen.Family,No
93,1409169984425,28,0,ls,900059385,survey.page.screen,Trouble
93,1409169985473,29,0,ls,900059385,screen.Trouble,No
93,1409170190636,0,0,ls,900059385,survey.start,screen
93,1409170192440,1,0,ls,900059385,survey.page.screen,!back
93,1409170193316,2,0,ls,900059385,survey.page.screen,!back
93,1409170194785,3,0,ls,900059385,survey.page.screen,!back
93,1409170195909,4,0,ls,900059385,survey.page.screen,!back
93,1409170198128,5,0,ls,900059385,survey.page.screen,!back
93,1409170198377,6,0,ls,900059385,survey.page.screen,!back
93,1409170199550,7,0,ls,900059385,survey.page.screen,!back
93,1409170200424,8,0,ls,900059385,survey.page.screen,!back
93,1409170200830,9,0,ls,900059385,survey.page.screen,!back
93,1409170201050,10,0,ls,900059385,survey.page.screen,!back
93,1409170201269,11,0,ls,900059385,survey.page.screen,!back
93,1409170203362,12,0,ls,900059385,survey.page.screen,!back
93,1409170206128,13,0,ls,900059385,survey.start,screen
93,1409170207410,14,0,ls,900059385,survey.page.screen,FrYrUse9
93,1409170210065,15,0,ls,900059385,survey.page.screen,EverUse9Alc
93,1409170214331,16,0,ls,900059385,survey.page.screen,EverUse9Tob
93,1409170215534,17,0,ls,900059385,survey.page.screen,EverUse9Mj
93,1409170216034,18,0,ls,900059385,survey.page.screen,EverUse9Drug
93,1409170216956,19,0,ls,900059385,survey.page.screen,Ride
93,1409170219690,20,0,ls,900059385,survey.page.screen,Drive
93,1409170222472,21,0,ls,900059385,survey.page.screen,Relax
93,1409170223237,22,0,ls,900059385,survey.page.screen,Alone
93,1409170223598,23,0,ls,900059385,survey.page.screen,Forget
93,1409170223799,24,0,ls,900059385,survey.page.screen,Family
93,1409170224737,25,0,ls,900059385,survey.page.screen,Trouble
93,1409170225520,26,0,ls,900059385,screen.risk,low
93,1409170225565,27,0,ls,900059385,survey.page.screen,end
93,1409171116409,0,0,ls,900059385,survey.start,screen
93,1409171120004,1,0,ls,900059385,survey.start,screen
93,1409171121394,2,0,ls,900059385,survey.start,screen
93,1409171122831,3,0,ls,900059385,survey.start,screen
93,1409171147238,4,0,ls,900059385,survey.clear,screen
93,1409171147238,5,0,ls,900059385,screen,!clear
93,1409171147238,7,0,ls,900059385,screen.FrYrUse9Tob,
93,1409171147238,6,0,ls,900059385,screen.FrYrUse9Alc,
93,1409171147239,9,0,ls,900059385,screen.FrYrUse9Drug,
93,1409171147239,8,0,ls,900059385,screen.FrYrUse9Mj,
93,1409171147457,14,0,ls,900059385,screen.Ride,
93,1409171147439,10,0,ls,900059385,screen.EverUse9Alc,
93,1409171147457,13,0,ls,900059385,screen.EverUse9Drug,
93,1409171147457,12,0,ls,900059385,screen.EverUse9Mj,
93,1409171147458,15,0,ls,900059385,screen.Drive,
93,1409171147441,11,0,ls,900059385,screen.EverUse9Tob,
93,1409171147659,20,0,ls,900059385,screen.Trouble,
93,1409171147646,16,0,ls,900059385,screen.Relax,
93,1409171147659,18,0,ls,900059385,screen.Forget,
93,1409171147659,17,0,ls,900059385,screen.Alone,
93,1409171147659,21,0,ls,900059385,screen.risk,
93,1409171147659,19,0,ls,900059385,screen.Family,
93,1409171158082,22,0,ls,900059385,survey.start,screen
93,1409171163331,23,0,ls,900059385,survey.start,screen
93,1409171164753,24,0,ls,900059385,survey.start,screen
93,1409171190582,29,0,ls,900059385,screen.FrYrUse9Mj,
93,1409171190581,25,0,ls,900059385,survey.clear,screen
93,1409171190581,27,0,ls,900059385,screen.FrYrUse9Alc,
93,1409171190581,26,0,ls,900059385,screen,!clear
93,1409171190582,30,0,ls,900059385,screen.FrYrUse9Drug,
93,1409171190581,28,0,ls,900059385,screen.FrYrUse9Tob,
93,1409171190800,32,0,ls,900059385,screen.EverUse9Tob,
93,1409171190785,31,0,ls,900059385,screen.EverUse9Alc,
93,1409171190801,34,0,ls,900059385,screen.EverUse9Drug,
93,1409171190800,33,0,ls,900059385,screen.EverUse9Mj,
93,1409171190801,36,0,ls,900059385,screen.Drive,
93,1409171190801,35,0,ls,900059385,screen.Ride,
93,1409171191004,41,0,ls,900059385,screen.Trouble,
93,1409171190992,37,0,ls,900059385,screen.Relax,
93,1409171191004,39,0,ls,900059385,screen.Forget,
93,1409171191004,40,0,ls,900059385,screen.Family,
93,1409171191004,38,0,ls,900059385,screen.Alone,
93,1409171191004,42,0,ls,900059385,screen.risk,
93,1409171195551,43,0,ls,900059385,survey.start,screen
93,1409171305223,44,0,ls,900069360,id,900069360
93,1409171305223,45,0,ls,900069360,site,TST
93,1409171305223,46,0,ls,900069360,status,"00No Demograhics"
93,1409171311474,47,0,ls,900069360,survey.start,demographics
93,1409171335114,51,0,ls,900069360,demographics.dob,2002-08-08
93,1409171338488,52,0,ls,900069360,demographics.gender,Male
93,1409171343504,53,0,ls,900069360,survey.start,visit
93,1409171346066,54,0,ls,900069360,visit.Asked,Yes
93,1409171346973,55,0,ls,900069360,survey.page.visit,Response
93,1409171348160,56,0,ls,900069360,visit.Response,Agree
93,1409171348989,57,0,ls,900069360,survey.page.visit,Assent9-11
93,1409171352128,58,0,ls,900069360,visit.Assent9-11,Yes
93,1409171355599,59,0,ls,900069360,survey.start,contact
93,1409171362582,60,0,ls,900069360,contact.EmailAddress1,a
93,1409171366832,61,0,ls,900069360,contact.methodContact1,"Your personal email address"
93,1409171369942,62,0,ls,900069360,survey.page.contact,schoolGrade1
93,1409171371832,63,0,ls,900069360,contact.schoolGrade1,"8th grade"
93,1409171372755,64,0,ls,900069360,survey.page.contact,hispanic
93,1409171375223,65,0,ls,900069360,survey.page.contact,race
93,1409171376317,66,0,ls,900069360,survey.page.contact,parentHome
93,1409171377395,67,0,ls,900069360,survey.page.contact,parentEduca
93,1409171379223,68,0,ls,900069360,survey.page.contact,PermitLicense
93,1409171380832,69,0,ls,900069360,survey.page.contact,NumberCars
93,1409171384723,70,0,ls,900069360,contact.NumberCars,None
93,1409171385989,71,0,ls,900069360,status,"06No Screen"
93,1409171386035,72,0,ls,900069360,survey.page.contact,end
93,1409171388550,73,0,ls,900069360,survey.start,screen
93,1409171473300,0,0,ls,900069360,survey.start,screen
93,1409171555659,0,0,ls,900069360,survey.start,screen
93,1409171555675,1,0,ls,900069360,screen.age,2006
93,1409171555737,2,0,ls,900069360,survey.page.screen,Welcome
93,1409172627346,0,0,ls,900069360,survey.start,screen
93,1409172652722,1,0,ls,900069360,survey.start,screen
93,1409172655598,2,0,ls,900069360,survey.start,screen
93,1409172657815,3,0,ls,900069360,survey.start,screen
93,1409172658972,4,0,ls,900069360,survey.start,screen
93,1409172662425,5,0,ls,900069360,survey.start,screen
93,1409173553004,6,0,ls,900059385,survey.start,screen
93,1409173594175,7,0,ls,900079308,id,900079308
93,1409173594176,8,0,ls,900079308,site,TST
93,1409173594176,9,0,ls,900079308,status,"00No Demograhics"
93,1409173598831,10,0,ls,900079308,survey.start,demographics
93,1409173601284,11,0,ls,900079308,demographics.fname,a
93,1409173624331,14,0,ls,900079308,demographics.dob,0200-08-08
93,1409173629018,15,0,ls,900079308,demographics.dob,2001-08-08
93,1409173632378,16,0,ls,900079308,demographics.gender,Female
93,1409173635425,17,0,ls,900079308,survey.start,visit
93,1409173636987,18,0,ls,900079308,visit.Asked,Yes
93,1409173637393,19,0,ls,900079308,survey.page.visit,Response
93,1409173638502,20,0,ls,900079308,visit.Response,Agree
93,1409173639035,21,0,ls,900079308,survey.page.visit,Assent9-11
93,1409173640315,22,0,ls,900079308,visit.Assent9-11,Yes
93,1409173642050,23,0,ls,900079308,survey.start,contact
93,1409173645144,24,0,ls,900079308,contact.EmailAddress1,a
93,1409173649519,25,0,ls,900079308,contact.methodContact1,"Your parent's email address"
93,1409173650940,26,0,ls,900079308,survey.page.contact,schoolGrade1
93,1409173652394,27,0,ls,900079308,survey.page.contact,hispanic
93,1409173654440,28,0,ls,900079308,survey.page.contact,race
93,1409173655956,29,0,ls,900079308,survey.page.contact,parentHome
93,1409173854440,0,0,ls,900079308,survey.start,contact
93,1409173891205,1,0,ls,900079308,survey.page.contact,parentEduca
93,1409173893081,2,0,ls,900079308,survey.page.contact,PermitLicense
93,1409173895159,3,0,ls,900079308,survey.page.contact,NumberCars
93,1409173895877,4,0,ls,900079308,status,"06No Screen"
93,1409173895924,5,0,ls,900079308,survey.page.contact,end
93,1409173898143,6,0,ls,900079308,survey.start,screen
93,1409173898159,7,0,ls,900079308,screen.age,13
93,1409173898221,8,0,ls,900079308,survey.page.screen,Welcome
93,1409174208425,9,0,ls,900079308,survey.start,screen
93,1409174214738,10,0,ls,900079308,survey.page.screen,FrYrUse9
93,1409174262206,11,0,ls,900079308,survey.page.screen,!back
93,1409176878847,0,0,ls,900079308,survey.start,screen
93,1409176896566,1,0,ls,900079308,survey.page.screen,!back
93,1409176896566,2,0,ls,900079308,screen.age,13
93,1409176896643,3,0,ls,900079308,survey.page.screen,Welcome
93,1409176900004,4,0,ls,900079308,survey.start,screen
93,1409176902425,5,0,ls,900079308,survey.page.screen,!back
93,1409176902425,6,0,ls,900079308,screen.age,13
93,1409176902504,7,0,ls,900079308,survey.page.screen,Welcome
93,1409176906003,8,0,ls,900079308,survey.start,screen
93,1409176907347,9,0,ls,900079308,survey.page.screen,FrYrUse9
93,1409176917456,10,0,ls,900079308,screen.FrYrUse9Alc,Yes
93,1409176918112,11,0,ls,900079308,screen.FrYrUse9Tob,No
93,1409176918659,12,0,ls,900079308,screen.FrYrUse9Mj,Yes
93,1409176919206,13,0,ls,900079308,screen.FrYrUse9Drug,No
93,1409176920471,14,0,ls,900079308,survey.page.screen,EverUse9Alc
93,1409176927581,15,0,ls,900079308,screen.EverUse9Alc,Yes
93,1409176928629,16,0,ls,900079308,screen.EverUse9Alc,No
93,1409176929144,17,0,ls,900079308,survey.page.screen,EverUse9Tob
93,1409176931050,18,0,ls,900079308,screen.EverUse9Tob,No
93,1409176931487,19,0,ls,900079308,survey.page.screen,EverUse9Mj
93,1409176932050,20,0,ls,900079308,screen.EverUse9Mj,No
93,1409176932472,21,0,ls,900079308,survey.page.screen,EverUse9Drug
93,1409176933034,22,0,ls,900079308,screen.EverUse9Drug,No
93,1409176933675,23,0,ls,900079308,survey.page.screen,Ride
93,1409176934613,24,0,ls,900079308,screen.Ride,No
93,1409176935519,25,0,ls,900079308,survey.page.screen,Drive
93,1409176936519,26,0,ls,900079308,screen.Drive,No
93,1409176937208,27,0,ls,900079308,survey.page.screen,Relax
93,1409176938066,28,0,ls,900079308,screen.Relax,No
93,1409176938847,29,0,ls,900079308,survey.page.screen,Alone
93,1409176939440,30,0,ls,900079308,screen.Alone,No
93,1409176939832,31,0,ls,900079308,survey.page.screen,Forget
93,1409176940284,32,0,ls,900079308,screen.Forget,No
93,1409176940753,33,0,ls,900079308,survey.page.screen,Family
93,1409176941238,34,0,ls,900079308,screen.Family,No
93,1409176941831,35,0,ls,900079308,survey.page.screen,Trouble
93,1409176942535,36,0,ls,900079308,screen.Trouble,No
93,1409176943113,37,0,ls,900079308,screen.risk,low
93,1409176943160,38,0,ls,900079308,survey.page.screen,end
93,1409254930785,0,0,ls,900059385,survey.start,screen
93,1409254956144,3,0,ls,900059385,screen.FrYrUse9Alc,
93,1409254956144,1,0,ls,900059385,survey.clear,screen
93,1409254956144,2,0,ls,900059385,survey.page.screen,!clear
93,1409254956145,5,0,ls,900059385,screen.FrYrUse9Mj,
93,1409254956145,4,0,ls,900059385,screen.FrYrUse9Tob,
93,1409254956145,6,0,ls,900059385,screen.FrYrUse9Drug,
93,1409254956378,8,0,ls,900059385,screen.EverUse9Tob,
93,1409254956361,7,0,ls,900059385,screen.EverUse9Alc,
93,1409254956379,12,0,ls,900059385,screen.Drive,
93,1409254956378,11,0,ls,900059385,screen.Ride,
93,1409254956378,9,0,ls,900059385,screen.EverUse9Mj,
93,1409254956378,10,0,ls,900059385,screen.EverUse9Drug,
93,1409254956568,13,0,ls,900059385,screen.Relax,
93,1409254956584,18,0,ls,900059385,screen.risk,
93,1409254956581,14,0,ls,900059385,screen.Alone,
93,1409254956581,15,0,ls,900059385,screen.Forget,
93,1409254956582,17,0,ls,900059385,screen.Trouble,
93,1409254956581,16,0,ls,900059385,screen.Family,
93,1409254988221,19,0,ls,900059385,survey.start,screen
93,1409254988221,20,0,ls,900059385,screen.age,11
93,1409254988300,21,0,ls,900059385,survey.page.screen,Welcome
93,1409254999722,22,0,ls,900059385,survey.page.screen,YrUseFriends
93,1409255028737,23,0,ls,900059385,screen.AlcYrUseFriends,Yes
93,1409255033988,24,0,ls,900059385,screen.TobUseFriends,No
93,1409255035034,25,0,ls,900059385,screen.MjYrUseFriends,Yes
93,1409255036799,26,0,ls,900059385,screen.DrugYrUseFriends,No
93,1409255102394,27,0,ls,900019312,survey.start,demographics
93,1409255104971,28,0,ls,900019312,demographics.fname,l
93,1409255106285,29,0,ls,900019312,demographics.lname,s
93,1409255107565,30,0,ls,900019312,demographics.mrn,1
93,1409255119956,33,0,ls,900019312,demographics.dob,0200-08-08
93,1409255130269,34,0,ls,900019312,demographics.dob,2000-08-08
93,1409255135456,35,0,ls,900019312,demographics.gender,Female
93,1409255136519,36,0,ls,900019312,demographics.established,No
93,1409255139519,37,0,ls,900019312,survey.start,visit
93,1409255688863,38,0,ls,900019312,survey.start,visit
93,1409274005331,39,0,ls,900019312,survey.start,visit
93,1409274707325,0,0,ls,900019312,survey.start,visit
93,1409274891128,1,0,ls,900039314,survey.start,demographics
93,1409274894268,2,0,ls,900039314,demographics.fname,l
93,1409274905784,3,0,ls,900039314,demographics.gender,Male
93,1409274907598,4,0,ls,900039314,demographics.established,No
93,1409274909722,5,0,ls,900039314,survey.start,visit
93,1409274913644,6,0,ls,900039314,visit.Assent9-11,"Not yet"
93,1409274915706,7,0,ls,900039314,survey.start,contact
93,1409274924769,8,0,ls,900039314,survey.start,contact
93,1409274932129,9,0,ls,900039314,survey.start,contact
